Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,187,Kevin Burke,TRACK MODIFIED - RWD,1:17.529,S2000
2,744,Robert Robles,STREET MODIFIED - RWD,1:17.625,GR Supra
3,842,Kyle Robinson,STREET MODIFIED - RWD,1:17.675,Supra
4,25,Ravi Maraj,TRACK MODIFIED - RWD,1:18.065,BRZ
5,712,Jason Chin,TRACK MODIFIED - RWD,1:19.084,GT3RS
6,734,Omar Kaayal,STREET GT - RWD,1:20.751,M2
7,324,Johnson Mac,TRACK MODIFIED - RWD,1:20.927,RX-7
8,337,John Lazorack,TRACK MODIFIED - RWD,1:21.147,Starion
9,902,Hana Burton,STREET MODIFIED - RWD,1:21.508,Supra
10,728,Nico Gumayagay,TRACK MODIFIED - RWD,1:22.028,Supra
11,196,Christopher Mayfield,STREET GT - RWD,1:22.080,Evora S
12,344,Ron Chang,STREET MODIFIED - RWD,1:22.168,E46 M3
13,51,Chris Reber,STREET GT - RWD,1:22.367,Mustang GT
14,674,Jonathan Lugod,CLUB TR - RWD,1:22.739,MX-5
15,710,Andre Velikorodnohh,STREET - RWD,1:22.743,Miata
16,49,Adam Tarnoff,STREET - RWD,1:22.765,124 Spider
17,657,Frankie Ho,CLUB TR - RWD,1:22.811,BRZ
18,69,Dwayne Bada,STREET - FWD,1:23.073,Civic
19,372,Chris Kirkland,STREET - RWD,1:23.354,350z
20,168,Jack Nguyen,STREET - FWD,1:23.360,Civic
21,157,Robert Burch,TRACK MODIFIED - FWD,1:23.432,S2000
22,669,Austin Shipley,UNLIMITED - RWD,1:23.544,GR Supra
23,132,Steve Nguyen,STREET - FWD,1:24.446,Civic Type R
24,149,Mark Jager,STREET MODIFIED - RWD,1:24.676,Mustang GT
25,870,Austin Kirk,STREET GT - RWD,1:24.677,Camaro
26,622,Young / Meng Tea,CLUB TR - FWD,1:24.864,Civic
27,709,Luciano Coloma,CLUB TR - RWD,1:24.866,BRZ
28,233,Alex Valencia,TRACK MODIFIED - RWD,1:24.900,350z
29,375,Kenneth Keo,STREET - RWD,1:24.974,S2000
30,67,Morgan Higham,STREET - AWD,1:25.448,Model 3 Performance
31,240,James Hou,STREET - AWD,1:25.549,STi
32,508,Phu Bui,CLUB TR - RWD,1:25.846,FR-S
33,576,Dallas Reed,STREET - RWD,1:26.095,RX-8
34,746,Ivan Carl Antonio,STREET - FWD,1:26.780,Civic Si
35,924,Konstantin Nikiforov,STREET GT - RWD,1:26.924,Mustang
36,127,Juliette Hadjes,CLUB TR - RWD,1:27.109,S2000
37,595,Dustin Williams,STREET MODIFIED - RWD,1:27.646,S2000
38,515,Jesus Estrella,CLUB TR - RWD,1:28.087,FR-S
39,917,Gabriel Gonzalez,STREET MODIFIED - RWD,1:28.946,RX-7
40,446,Rob Dahm,TRACK MODIFIED - RWD,1:29.147,RX7
41,230,Team NRB,CLUB TR - FWD,1:29.175,Celica
42,429,Alex Artates,CLUB TR - FWD,1:29.468,Civic
43,190,William Mac,STREET MODIFIED - RWD,1:29.722,RX-7
44,811,Frank Pacheco,STREET GT - RWD,1:33.719,Supra
45,606,Terry Denton,TRACK MODIFIED - RWD,1:34.957,M3
46,443,Hector Hernandez,CLUB TR - FWD,1:35.042,TSX
47,969,Peter Lindberg,SUNDAE CUP - FWD,1:35.114,Fit
48,846,Timothy Wills-Detone,SUNDAE CUP - FWD,1:36.185,Fiesta
49,572,Terence Keon,SUNDAE CUP - RWD,1:36.284,Miata
50,151,Jorge Torres,TRACK MODIFIED - RWD,9:53.963,350z
