Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:10.821,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:15.344,Supra
3,744,Robert Robles,STREET MODIFIED - RWD,1:17.396,GR Supra
4,842,Kyle Robinson,STREET MODIFIED - RWD,1:18.132,Supra
5,712,Jason Chin,TRACK MODIFIED - RWD,1:18.453,GT3RS
6,151,Jorge Torres,TRACK MODIFIED - RWD,1:18.600,350z
7,187,Kevin Burke,TRACK MODIFIED - RWD,1:18.944,S2000
8,25,Ravi Maraj,TRACK MODIFIED - RWD,1:19.368,BRZ
9,734,Omar Kaayal,STREET GT - RWD,1:21.014,M2
10,728,Nico Gumayagay,TRACK MODIFIED - RWD,1:21.120,Supra
11,339,Henry Lam,STREET MODIFIED - RWD,1:21.147,RX-7
12,337,John Lazorack,TRACK MODIFIED - RWD,1:21.348,Starion
13,811,Frank Pacheco,STREET GT - RWD,1:21.499,Supra
14,196,Christopher Mayfield,STREET GT - RWD,1:22.035,Evora S
15,902,Hana Burton,STREET MODIFIED - RWD,1:22.070,Supra
16,69,Dwayne Bada,STREET - FWD,1:22.377,Civic
17,51,Chris Reber,STREET GT - RWD,1:22.446,Mustang GT
18,344,Ron Chang,STREET MODIFIED - RWD,1:22.449,E46 M3
19,324,Johnson Mac,TRACK MODIFIED - RWD,1:22.803,RX-7
20,157,Robert Burch,TRACK MODIFIED - FWD,1:22.977,S2000
21,152,Ben Siu,STREET GT - RWD,1:22.982,Evo 9
22,674,Jonathan Lugod,CLUB TR - RWD,1:23.006,MX-5
23,49,Adam Tarnoff,STREET - RWD,1:23.288,124 Spider
24,669,Austin Shipley,UNLIMITED - RWD,1:23.393,GR Supra
25,657,Frankie Ho,CLUB TR - RWD,1:23.522,BRZ
26,404,Daniel Giraldo,TRACK MODIFIED - RWD,1:23.782,LS350C
27,240,James Hou,STREET - AWD,1:24.073,STi
28,951,Kyle Wilder,STREET GT - RWD,1:24.146,Camaro
29,168,Jack Nguyen,STREET - FWD,1:24.171,Civic
30,149,Mark Jager,STREET MODIFIED - RWD,1:24.197,Mustang GT
31,132,Steve Nguyen,STREET - FWD,1:24.207,Civic Type R
32,710,Andre Velikorodnohh,STREET - RWD,1:24.692,Miata
33,372,Chris Kirkland,STREET - RWD,1:24.701,350z
34,67,Morgan Higham,STREET - AWD,1:24.831,Model 3 Performance
35,709,Luciano Coloma,CLUB TR - RWD,1:25.536,BRZ
36,870,Austin Kirk,STREET GT - RWD,1:25.809,Camaro
37,233,Alex Valencia,TRACK MODIFIED - RWD,1:26.032,350z
38,508,Phu Bui,CLUB TR - RWD,1:26.663,FR-S
39,126,Arnold Pamplona,STREET MODIFIED - AWD,1:27.109,WRX STi
40,127,Juliette Hadjes,CLUB TR - RWD,1:27.180,S2000
41,447,John Burrows,STREET - FWD,1:27.293,Civic Si
42,576,Dallas Reed,STREET - RWD,1:27.425,RX-8
43,746,Ivan Carl Antonio,STREET - FWD,1:27.461,Civic Si
44,924,Konstantin Nikiforov,STREET GT - RWD,1:27.505,Mustang
45,143,Kai Workman,STREET - FWD,1:27.514,Civic Si
46,890,Aaron Ocampo,STREET GT - RWD,1:27.519,A90 Supra
47,556,Stephen Ellis,CLUB TR - RWD,1:27.546,86
48,417,Efrain Flores,STREET - FWD,1:27.568,Civic
49,213,Jedwyn Taasin,CLUB TR - FWD,1:27.736,Veloster R-Spec
50,515,Jesus Estrella,CLUB TR - RWD,1:27.915,FR-S
51,375,Kenneth Keo,STREET - RWD,1:28.014,S2000
52,595,Dustin Williams,STREET MODIFIED - RWD,1:29.003,S2000
53,606,Terry Denton,TRACK MODIFIED - RWD,1:29.181,M3
54,622,Young / Meng Tea,CLUB TR - FWD,1:29.562,Civic
55,190,William Mac,STREET MODIFIED - RWD,1:30.102,RX-7
56,429,Alex Artates,CLUB TR - FWD,1:30.245,Civic
57,917,Gabriel Gonzalez,STREET MODIFIED - RWD,1:30.780,RX-7
58,666,Jinno Hilaro,CLUB TR - FWD,1:31.081,Civic Si
59,443,Hector Hernandez,CLUB TR - FWD,1:31.293,TSX
60,637,Frank Le,STREET MODIFIED - RWD,1:32.358,S2000
61,230,Team NRB,CLUB TR - FWD,1:32.707,Celica
62,524,Adam Johnston,CLUB TR - RWD,1:32.852,BRZ
63,446,Rob Dahm,TRACK MODIFIED - RWD,1:33.168,RX7
64,581,Clement Leba,CLUB TR - RWD,1:36.053,MR2 Spyder
65,572,Terence Keon,SUNDAE CUP - RWD,1:36.147,Miata
66,969,Peter Lindberg,SUNDAE CUP - FWD,1:36.720,Fit
67,445,Isaiah Duran,STREET - RWD,1:36.973,RX8
68,846,Timothy Wills-Detone,SUNDAE CUP - FWD,1:37.177,Fiesta
69,119,Ted Xavier,CLUB TR - RWD,1:37.383,124 Spider
