Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,56.922,Corvette
2,131,michael Forsythe,TRACK MODIFIED - RWD,59.187,S2000
3,86,Jackie Ding,STREET MODIFIED - RWD,1:00.522,Supra #TA90
4,626,Cody Miles,TRACK MODIFIED - AWD,1:00.606,STi
5,70,Dewey DeWitt,STREET MODIFIED - AWD,1:01.629,Boogeyman
6,281,Casey Jones,UNLIMITED - RWD,1:01.630,Corvette
7,194,Christopher Mayfield,STREET GT - RWD,1:01.751,M3
8,183,Mark Melchior,STREET MODIFIED - RWD,1:01.929,M3
9,206,Dalton Klein,TRACK MODIFIED - RWD,1:02.639,Corvette Z06
10,335,Christopher Bickford,STREET GT - RWD,1:02.849,Corvette
11,6,Michael Aumick,STREET MODIFIED - AWD,1:03.191,STI
12,54,Hsun Chen,STREET GT - RWD,1:03.303,M3
13,150,Alexander Moss,STREET MODIFIED - RWD,1:03.359,S2000
14,28,Peter Zhang,STREET MODIFIED - AWD,1:03.371,Impreza WRX
15,34,Austin Hertel,STREET - RWD,1:03.517,370z
16,607,Chris Gladu,STREET MODIFIED - AWD,1:03.827,STi
17,134,Henry Broddle,STREET MODIFIED - RWD,1:04.059,MR2
18,717,Andrew Cleaver,STREET - AWD,1:04.280,Model 3
19,184,William Rengel,STREET MODIFIED - RWD,1:04.454,Miata
20,128,Joshua Hanger,STREET MODIFIED - RWD,1:04.463,RX-7
21,218,Matthew Thompson,TRACK MODIFIED - RWD,1:05.082,Mustang
22,118,Jason Owens,STREET - FWD,1:05.2 UO,Civic Si
23,121,Ryan Mathews,STREET MODIFIED - RWD,1:05.382,Z06
24,16,Alex Peitz,STREET GT - RWD,1:05.704,Corvette
25,66,Ben Thorn,STREET - FWD,1:05.771,Civic
26,246,Josh Tenge,STREET - AWD,1:05.813,ttrs
27,701,Monique Forsythe,STREET GT - RWD,1:05.845,M3
28,255,Ryan Seiler,STREET MODIFIED - RWD,1:06.082,S2000
29,55,Charles Miller,STREET - AWD,1:06.154,Evo IX
30,13,Jerami Bailey,STREET MODIFIED - RWD,1:06.164,FRS
31,101,Danny Chaimovitz,STREET GT - AWD,1:06.691,Model 3
32,137,Dustin McDaniel,STREET - RWD,1:06.778,BRZ
33,731,David Vong,STREET MODIFIED - RWD,1:06.969,FRS
34,210,Randie Gray,STREET MODIFIED - AWD,1:07.013,WRX
35,313,Nathaniel Eaton,TRACK MODIFIED - RWD,1:07.169,350z
36,26,Christopher Lathrop,STREET MODIFIED - AWD,1:07.432,Mazdaspeed 6
37,181,Ryan Sotak,STREET MODIFIED - RWD,1:07.466,325is
38,92,Kait Schirado,STREET GT - AWD,1:07.574,335i X-drive
39,27,Ken Devriese,STREET - RWD,1:07.707,S2000
40,209,Dominick Tapia,STREET - FWD,1:07.738,Civic hatchback
41,78,Kash Singh,UNLIMITED - RWD,1:07.897,GT
42,523,Scott Musgrove,UNLIMITED - AWD,1:07.934,STI
43,100,Vincent Miller,STREET - FWD,1:08 UO,Civic Si
44,14,Kal Fortner,STREET - RWD,1:08 UO,BRZ
45,667,Cassidy Coghlin,STREET - FWD,1:08.019,Cooper S
46,437,Cory Ross,TRACK MODIFIED - RWD,1:08.352,M3
47,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:08.361,370z
48,387,Enrique Martinez,STREET MODIFIED - RWD,1:08.407,M3
49,94,Charlie Ensslin,UNLIMITED - RWD,1:08.446,S2000
50,355,Alice Stern,STREET - AWD,1:08.457,STi
51,187,Nick Stentiford,STREET - RWD,1:08.701,Silvia
52,669,Austin Shipley,STREET - FWD,1:08.754,Civic Type R
53,127,Jesse Shapiro,STREET - RWD,1:09.061,MX-5 Miata
54,303,Ryan Dussex,STREET - FWD,1:09.167,Civic
55,551,Michael Pagano,STREET MODIFIED - RWD,1:09.540,135i
56,410,Seth Confer,STREET - FWD,1:09.717,Neon
57,423,Jeffrey Tattershall,STREET - FWD,1:10.083,CRX HF
58,138,David Bruner,STREET - RWD,1:10.163,350Z
59,426,Adam Wood,STREET - AWD,1:10.256,Impreza
60,178,Loren Southard,TRACK MODIFIED - RWD,1:10.620,GT500
61,981,Saman Ahmadi,STREET MODIFIED - RWD,1:10.873,BRZ
62,69,Kevin Hardin,STREET - RWD,1:11.528,350z
63,104,JV Hernandez,TRACK MODIFIED - RWD,1:11.714,Miata
64,95,Robert Vierhout,STREET - RWD,1:11.837,350z
65,710,Steven Graham,STREET - FWD,1:11.964,Civic Si
66,111,Chris Scheidecker,STREET - RWD,1:12.374,S2000
67,219,Brett Bouwer,STREET MODIFIED - AWD,1:12.732,Wrx sti
68,366,Kane Jacobs,STREET - RWD,1:13.323,S2000
69,239,Sean O'Brine,STREET - RWD,1:13.488,IS300
70,817,Quin Underwood,TRACK MODIFIED - FWD,1:13.883,Integra
71,68,Daniel Montanez,STREET - RWD,1:14.665,BRZ
72,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:14.812,Fit
73,354,Jeff Franson,STREET MODIFIED - AWD,1:15.107,Pulsar GTi-R
74,221,Joseph King,TRACK MODIFIED - FWD,1:15.222,Festiva
75,47,Nicholas Lucchesi,STREET - FWD,1:15.983,Civic
76,142,Juan Johnson,STREET MODIFIED - RWD,1:16.970,S2000
77,787,richard soukhavong,STREET - RWD,1:18.376,Miata
78,119,Brandon Oglesby,STREET MODIFIED - RWD,1:18.799,135i
79,188,Erich Pfalzgraf,UNLIMITED - RWD,,Miata
80,711,Kieran O'Callaghan,TRACK MODIFIED - RWD,,240sx
