Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,57.05,Corvette
2,131,Michael Forsythe,TRACK MODIFIED - RWD,59.94,S2000
3,86,Jackie Ding,STREET MODIFIED - RWD,1:00.259,Supra #TA90
4,626,Cody Miles,TRACK MODIFIED - AWD,1:00.324,STi
5,70,Dewey DeWitt,STREET MODIFIED - AWD,1:00.922,Boogeyman
6,150,Alexander Moss,STREET MODIFIED - RWD,1:01.046,S2000
7,196,Benjamin Councill,TRACK MODIFIED - RWD,1:01.469,Vette
8,183,Mark Melchior,STREET MODIFIED - RWD,1:01.950,M3
9,281,Casey Jones,UNLIMITED - RWD,1:02.024,Corvette
10,194,Christopher Mayfield,STREET MODIFIED - RWD,1:02.204,M3
11,206,Dalton Klein,TRACK MODIFIED - RWD,1:02.299,Corvette Z06
12,128,Joshua Hanger,STREET MODIFIED - RWD,1:03.003,RX-7
13,28,Peter Zhang,STREET MODIFIED - AWD,1:03.022,Impreza WRX
14,55,Charles Miller,STREET - AWD,1:03.322,Evo IX
15,335,Christopher Bickford,STREET GT - RWD,1:03.382,Corvette
16,34,Austin Hertel,STREET - RWD,1:03.479,370z
17,6,Michael Aumick,STREET MODIFIED - AWD,1:03.596,STI
18,717,Andrew Cleaver,STREET - AWD,1:03.629,Model 3
19,184,William Rengel,STREET MODIFIED - RWD,1:04.065,Miata
20,607,Chris Gladu,STREET MODIFIED - AWD,1:04.335,STi
21,134,Henry Broddle,STREET MODIFIED - RWD,1:04.565,MR2
22,54,Hsun Chen,STREET GT - RWD,1:04.635,M3
23,218,Matthew Thompson,TRACK MODIFIED - RWD,1:04.721,Mustang
24,16,Alex Peitz,STREET GT - RWD,1:04.727,Corvette
25,66,Ben Thorn,STREET - FWD,1:04.752,Civic
26,426,Adam Wood,STREET - AWD,1:04.900,Impreza
27,118,Jason Owens,STREET - FWD,1:05.157,Civic Si
28,246,Josh Tenge,STREET - AWD,1:05.246,ttrs
29,437,Cory Ross,TRACK MODIFIED - RWD,1:05.533,M3
30,523,Scott Musgrove,UNLIMITED - AWD,1:06.010,STI
31,104,JV Hernandez,TRACK MODIFIED - RWD,1:06.100,Miata
32,13,Jerami Bailey,STREET MODIFIED - RWD,1:06.124,FRS
33,187,Nick Stentiford,STREET - RWD,1:06.136,Silvia
34,101,Danny Chaimovitz,STREET GT - AWD,1:06.250,Model 3
35,108,Jeanette Negri,STREET MODIFIED - RWD,1:06.278,BRZ
36,78,Kash Singh,UNLIMITED - RWD,1:06.380,GT
37,137,Dustin McDaniel,STREET - RWD,1:06.865,BRZ
38,181,Ryan Sotak,STREET MODIFIED - RWD,1:06.896,325is
39,255,Ryan Seiler,STREET MODIFIED - RWD,1:06.904,S2000
40,313,Nathaniel Eaton,TRACK MODIFIED - RWD,1:07.168,350z
