Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,626,Cody Miles,TRACK MODIFIED - AWD,58.101,STi
2,131,Michael Forsythe,TRACK MODIFIED - RWD,58.85,S2000
3,86,Jackie Ding,STREET MODIFIED - RWD,58.918,Supra #TA90
4,150,Alexander Moss,STREET MODIFIED - RWD,59.16,S2000
5,206,Dalton Klein,TRACK MODIFIED - RWD,1:00.069,Corvette Z06
6,196,Benjamin Councill,TRACK MODIFIED - RWD,1:00.473,Vette
7,128,Joshua Hanger,STREET MODIFIED - RWD,1:01.523,RX-7
8,6,Michael Aumick,STREET MODIFIED - AWD,1:01.766,STI
9,194,Christopher Mayfield,STREET MODIFIED - RWD,1:01.821,M3
10,28,Peter Zhang,STREET MODIFIED - AWD,1:01.848,Impreza WRX
11,183,Mark Melchior,STREET MODIFIED - RWD,1:02.043,M3
12,335,Christopher Bickford,STREET GT - RWD,1:02.245,Corvette
13,55,Charles Miller,STREET - AWD,1:02.804,Evo IX
14,104,JV Hernandez,TRACK MODIFIED - RWD,1:02.920,Miata
15,218,Matthew Thompson,TRACK MODIFIED - RWD,1:03.128,Mustang
16,54,Hsun Chen,STREET GT - RWD,1:03.149,M3
17,134,Henry Broddle,STREET MODIFIED - RWD,1:03.515,MR2
18,119,Brandon Oglesby,STREET MODIFIED - RWD,1:03.831,135i
19,184,William Rengel,STREET MODIFIED - RWD,1:04.009,Miata
20,437,Cory Ross,TRACK MODIFIED - RWD,1:04.083,M3
21,523,Scott Musgrove,UNLIMITED - AWD,1:04.112,STI
22,118,Jason Owens,STREET - FWD,1:04.254,Civic Si
23,426,Adam Wood,STREET - AWD,1:04.351,Impreza
24,246,Josh Tenge,STREET - AWD,1:04.578,ttrs
25,16,Alex Peitz,STREET GT - RWD,1:04.913,Corvette
26,187,Nick Stentiford,STREET - RWD,1:05.072,Silvia
27,512,Kevin Parlett,STREET MODIFIED - RWD,1:05.097,Skyline
28,92,Kait Schirado,STREET GT - AWD,1:05.150,335i X-drive
29,13,Jerami Bailey,STREET MODIFIED - RWD,1:05.296,FRS
30,66,Ben Thorn,STREET - FWD,1:05.532,Civic
31,255,Ryan Seiler,STREET MODIFIED - RWD,1:05.537,S2000
32,78,Kash Singh,UNLIMITED - RWD,1:05.656,GT
33,14,Kal Fortner,STREET - RWD,1:06.003,BRZ
34,27,Ken Devriese,STREET - RWD,1:06.174,S2000
35,551,Michael Pagano,STREET MODIFIED - RWD,1:06.255,135i
36,137,Dustin McDaniel,STREET - RWD,1:06.440,BRZ
37,181,Ryan Sotak,STREET MODIFIED - RWD,1:06.454,325is
38,313,Nathaniel Eaton,TRACK MODIFIED - RWD,1:06.486,350z
39,461,Luccia Cafiero,STREET MODIFIED - AWD,1:06.513,STi
40,108,Jeanette Negri,STREET MODIFIED - RWD,1:06.518,BRZ
41,731,David Vong,STREET MODIFIED - RWD,1:06.923,FRS
42,355,Alice Stern,STREET - AWD,1:07.049,STi
43,667,Cassidy Coghlin,STREET - FWD,1:07.129,Cooper S
44,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:07.408,370z
45,111,Chris Scheidecker,STREET - RWD,1:07.413,S2000
46,209,Dominick Tapia,STREET - FWD,1:07.524,Civic hatchback
47,100,Vincent Miller,STREET - FWD,1:07.566,Civic Si
48,701,Monique Forsythe,STREET GT - RWD,1:07.617,M3
49,669,Austin Shipley,STREET - FWD,1:07.753,Civic Type R
50,26,Christopher Lathrop,STREET MODIFIED - AWD,1:07.889,Mazdaspeed 6
51,423,Jeffrey Tattershall,STREET - FWD,1:07.954,Civic Si
52,981,Saman Ahmadi,STREET MODIFIED - RWD,1:08.388,BRZ
53,717,Drew Cleaver,TRACKBATTLE EV - AWD,1:08.574,Model 3
54,817,Quin Underwood,TRACK MODIFIED - FWD,1:08.874,Integra
55,303,Ryan Dussex,STREET - FWD,1:09.117,Civic
56,69,Kevin Hardin,STREET - RWD,1:09.175,350z
57,219,Brett Bouwer,STREET MODIFIED - AWD,1:09.483,Wrx sti
58,127,Jesse Shapiro,STREET - RWD,1:09.820,MX-5 Miata
59,711,Kieran O'Callaghan,TRACK MODIFIED - RWD,1:10.114,240sx
60,710,Steven Graham,STREET - FWD,1:10.173,Civic Si
61,178,Loren Southard,TRACK MODIFIED - RWD,1:10.281,GT500
62,95,Robert Vierhout,STREET - RWD,1:10.525,350z
63,47,Nicholas Lucchesi,STREET - FWD,1:10.765,Civic
64,366,Kane Jacobs,STREET - RWD,1:11.194,S2000
65,239,Sean O'Brine,STREET - RWD,1:11.407,IS300
66,221,Joseph King,TRACK MODIFIED - FWD,1:11.933,Festiva
67,188,Erich Pfalzgraf,UNLIMITED - RWD,1:13.010,Miata
68,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:14.237,Fit
69,142,Juan Johnson,STREET MODIFIED - RWD,1:14.557,S2000
70,787,richard soukhavong,STREET - RWD,1:15.162,Miata
71,136,Ben Ryan,UNLIMITED - RWD,1:16.148,325
72,68,Daniel Montanez,STREET - RWD,1:17.591,BRZ
73,387,Enrique Martinez,STREET MODIFIED - RWD,3:44.270,M3
74,410,Seth Confer,STREET - FWD,,Neon
76,281,Casey Jones,UNLIMITED - RWD,,Corvette
