Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,491,Robin Shute,SUPER UNLIMITED - RWD,59.331,TSC-FS
2,805,Craig Coker,UNLIMITED - AWD,1:12.191,MODEL S
3,232,Andrew Dekoning,TRACK MOD - AWD,1:14.427,MODEL S
4,923,Mike Reyes,TRACK MOD - RWD,1:18.118,GR SUPRA
5,105,Frank Pacheco,TRACK MOD - RWD,1:18.714,CAMARO
6,811,Peter Tuchenishki,STREET MOD - AWD,1:20.769,IMPREZA
7,792,Rafael Guerrero,STREET - RWD,1:21.364,RX-7
8,922,Luke Lederman,STREET - RWD,1:21.515,718 CAYMAN
9,833,Brian Chilldres,STREET GT - RWD,1:21.678,CAMARO
10,992,Christopher Rosales,STREET - FWD,1:21.892,CIVIC TYPE R
11,328,Steve Nguyen,STREET - FWD,1:22.281,CIVIC TYPE R
12,168,Adam Xia,STREET - RWD,1:22.582,350Z
13,246,Richard Klein,STREET MOD - AWD,1:22.636,IMPREZA
14,149,Jonathan Lugod,STREET - RWD,1:22.821,BRZ
15,558,Larry Chen,STREET MOD - RWD,1:23.239,86
16,489,Omar Kaayal,STREET - RWD,1:23.250,S2000
17,303,Brad Wintermantle,STREET GT - RWD,1:23.305,MUSTANG
18,895,Damon Fryer,UNLIMITED - AWD,1:24.251,Super Trofeo
19,626,Ger Xiong,CLUB TR - RWD,1:24.742,S2000
20,556,Stephen Ellis,STREET - RWD,1:25.248,86
21,249,Carlos Valenzuela,CLUB TR - FWD,1:26.536,CIVIC
22,454,Karla Pestotnik,CLUB TR - RWD,1:26.610,S2000
23,562,Matt Davis,STREET - RWD,1:26.629,MX-5 MIATA
24,769,Joey Cadavid,STREET - RWD,1:27.293,S2000
25,885,Victor Saldajeno,STREET - RWD,1:28.042,BRZ
26,701,Moises Mandujano,CLUB TR - RWD,1:28.351,86
27,106,John Gonzales,TRACK MOD - RWD,1:28.567,S2000
28,508,Luis Calderon,CLUB TR - FWD,1:29.422,CIVIC
29,817,Team Riaction,CLUB TR - FWD,1:30.565,CIVIC
30,387,Victor Shakhverdyan,CLUB TR - RWD,1:31.186,BRZ
31,135,Taylour Wargo,SUNDAE CUP - FWD,1:31.421,FIT
32,9,Jason Aguirre,CLUB TR - FWD,1:32.922,Civic
33,122,Jason Davidson,SUNDAE CUP - FWD,1:33.593,FIT
34,188,Ricky Iturralde,SUNDAE CUP - FWD,1:33.840,FIESTA
35,815,Tim Manzano,SUNDAE CUP - FWD,1:36.529,FIT
36,568,Adam Santella,STREET MOD - RWD,1:37.160,MX-5 MIATA
37,535,Young Tea,CLUB TR - FWD,,CIVIC
