Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,805,Craig Coker,UNLIMITED - AWD,1:12.740,MODEL S
2,232,Andrew Dekoning,TRACK MOD - AWD,1:16.633,MODEL S
3,105,Frank Pacheco,TRACK MOD - RWD,1:17.618,CAMARO
4,923,Mike Reyes,TRACK MOD - RWD,1:18.447,GR SUPRA
5,380,Jeffery Ting,STREET MOD - FWD,1:19.682,CIVIC TYPE R
6,811,Peter Tuchenishki,STREET MOD - AWD,1:21.157,IMPREZA
7,792,Rafael Guerrero,STREET - RWD,1:21.278,RX-7
8,992,Christopher Rosales,STREET - FWD,1:21.938,CIVIC TYPE R
9,833,Brian Chilldres,STREET GT - RWD,1:22.117,CAMARO
10,328,Steve Nguyen,STREET - FWD,1:22.335,CIVIC TYPE R
11,227,Jakob Lim,TRACK MOD - FWD,1:22.374,CIVIC
12,149,Jonathan Lugod,STREET - RWD,1:22.504,BRZ
13,922,Luke Lederman,STREET - RWD,1:22.603,718 CAYMAN
14,168,Adam Xia,STREET - RWD,1:22.976,350Z
15,246,Richard Klein,STREET MOD - AWD,1:23.618,IMPREZA
16,626,Ger Xiong,CLUB TR - RWD,1:23.873,S2000
17,489,Omar Kaayal,STREET - RWD,1:23.930,S2000
18,303,Brad Wintermantle,STREET GT - RWD,1:24.817,MUSTANG
19,556,Stephen Ellis,STREET - RWD,1:25.225,86
20,249,Carlos Valenzuela,CLUB TR - FWD,1:25.976,CIVIC
21,454,Karla Pestotnik,CLUB TR - RWD,1:25.995,S2000
22,562,Matt Davis,STREET - RWD,1:27.286,MX-5 MIATA
23,769,Joey Cadavid,STREET - RWD,1:27.837,S2000
24,535,Young Tea,CLUB TR - FWD,1:28.115,CIVIC
25,885,Victor Saldajeno,STREET - RWD,1:28.157,BRZ
26,701,Moises Mandujano,CLUB TR - RWD,1:28.262,86
27,106,John Gonzales,TRACK MOD - RWD,1:29.388,S2000
28,508,Luis Calderon,CLUB TR - FWD,1:30.446,CIVIC
29,387,Victor Shakhverdyan,CLUB TR - RWD,1:30.950,BRZ
30,369,Lucas Urban,SUNDAE CUP - FWD,1:31.175,ZX2
31,817,Team Riaction,CLUB TR - FWD,1:31.887,CIVIC
32,440,Emmanuel Vazquez,STREET MOD - FWD,1:31.941,RSX
33,135,Taylour Wargo,SUNDAE CUP - FWD,1:32.657,FIT
34,122,Jason Davidson,SUNDAE CUP - FWD,1:34.121,FIT
35,9,Jason Aguirre,CLUB TR - FWD,1:34.418,Civic
36,188,Ricky Iturralde,SUNDAE CUP - FWD,1:34.577,FIESTA
37,815,Tim Manzano,SUNDAE CUP - FWD,1:35.458,FIT
38,568,Adam Santella,STREET MOD - RWD,1:35.757,MX-5 MIATA
39,305,Tj Keon,STREET GT - RWD,1:37.438,CROWN VICTORIA
40,619,Throtl Racing,STREET MOD - RWD,1:40.457,CIVIC
