Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,491,Robin Shute,SUPER UNLIMITED - RWD,1:00.309,TSC-FS
2,232,Andrew Dekoning,TRACK MOD - AWD,1:14.819,MODEL S
3,811,Peter Tuchenishki,STREET MOD - AWD,1:19.951,IMPREZA
4,833,Brian Chilldres,STREET GT - RWD,1:21.973,CAMARO
5,149,Jonathan Lugod,STREET - RWD,1:23.014,BRZ
6,246,Richard Klein,STREET MOD - AWD,1:23.834,IMPREZA
7,558,Larry Chen,STREET MOD - RWD,1:24.444,86
8,249,Carlos Valenzuela,CLUB TR - FWD,1:25.638,CIVIC
9,562,Matt Davis,STREET - RWD,1:26.792,MX-5 MIATA
10,454,Karla Pestotnik,CLUB TR - RWD,1:27.134,S2000
11,769,Joey Cadavid,STREET - RWD,1:28.438,S2000
12,535,Young Tea,CLUB TR - FWD,1:28.626,CIVIC
13,508,Luis Calderon,CLUB TR - FWD,1:29.314,CIVIC
14,817,Team Riaction,CLUB TR - FWD,1:30.083,CIVIC
15,387,Victor Shakhverdyan,CLUB TR - RWD,1:30.201,BRZ
16,135,Taylour Wargo,SUNDAE CUP - FWD,1:31.969,FIT
17,122,Jason Davidson,SUNDAE CUP - FWD,1:33.480,FIT
18,188,Ricky Iturralde,SUNDAE CUP - FWD,1:33.651,FIESTA
19,305,Tj Keon,STREET GT - RWD,1:36.630,CROWN VICTORIA
20,815,Tim Manzano,SUNDAE CUP - FWD,1:36.855,FIT
21,619,Throtl Racing,STREET MOD - RWD,1:41.199,CIVIC
