Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,491,Robin Shute,SUPER UNLIMITED - RWD,1:01.433,TSC-FS
2,805,Craig Coker,UNLIMITED - AWD,1:13.639,MODEL S
3,232,Andrew Dekoning,TRACK MOD - AWD,1:18.020,MODEL S
4,105,Frank Pacheco,TRACK MOD - RWD,1:19.234,CAMARO
5,923,Mike Reyes,TRACK MOD - RWD,1:20.150,GR SUPRA
6,267,Morgan Higham,STREET GT - AWD,1:21.188,MODEL 3
7,792,Rafael Guerrero,STREET - RWD,1:21.280,RX-7
8,380,Jeffery Ting,STREET MOD - FWD,1:21.768,CIVIC TYPE R
9,328,Steve Nguyen,STREET - FWD,1:22.668,CIVIC TYPE R
10,992,Christopher Rosales,STREET - FWD,1:22.775,CIVIC TYPE R
11,833,Brian Chilldres,STREET GT - RWD,1:22.843,CAMARO
12,922,Luke Lederman,STREET - RWD,1:22.869,718 CAYMAN
13,227,Jakob Lim,TRACK MOD - FWD,1:23.271,CIVIC
14,149,Jonathan Lugod,STREET - RWD,1:23.430,BRZ
15,444,Christopher Carlton,STREET GT - RWD,1:24.100,CAMARO
16,168,Adam Xia,STREET - RWD,1:24.201,350Z
17,626,Ger Xiong,CLUB TR - RWD,1:24.544,S2000
18,303,Brad Wintermantle,STREET GT - RWD,1:24.719,MUSTANG
19,489,Omar Kaayal,STREET - RWD,1:24.958,S2000
20,556,Stephen Ellis,STREET - RWD,1:25.618,86
21,558,Larry Chen,STREET MOD - RWD,1:26.283,86
22,246,Richard Klein,STREET MOD - AWD,1:26.534,IMPREZA
23,249,Carlos Valenzuela,CLUB TR - FWD,1:27.113,CIVIC
24,454,Karla Pestotnik,CLUB TR - RWD,1:27.383,S2000
25,769,Joey Cadavid,STREET - RWD,1:27.396,S2000
26,562,Matt Davis,STREET - RWD,1:28.583,MX-5 MIATA
27,504,Arnold Pamplona,STREET MOD - AWD,1:28.765,WRX
28,885,Victor Saldajeno,STREET - RWD,1:28.903,BRZ
29,701,Moises Mandujano,CLUB TR - RWD,1:29.098,86
30,535,Young Tea,CLUB TR - FWD,1:29.677,CIVIC
31,387,Victor Shakhverdyan,CLUB TR - RWD,1:31.322,BRZ
32,508,Luis Calderon,CLUB TR - FWD,1:31.329,CIVIC
33,106,John Gonzales,TRACK MOD - RWD,1:32.386,S2000
34,135,Taylour Wargo,SUNDAE CUP - FWD,1:32.519,FIT
35,440,Emmanuel Vazquez,STREET MOD - FWD,1:33.081,RSX
36,122,Jason Davidson,SUNDAE CUP - FWD,1:33.504,FIT
37,188,Ricky Iturralde,SUNDAE CUP - FWD,1:35.164,FIESTA
38,568,Adam Santella,STREET MOD - RWD,1:35.523,MX-5 MIATA
39,305,Tj Keon,STREET GT - RWD,1:36.586,CROWN VICTORIA
40,815,Tim Manzano,SUNDAE CUP - FWD,1:36.995,FIT
41,811,Peter Tuchenishki,STREET MOD - AWD,,IMPREZA
