Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,491,Robin Shute,SUPER UNLIMITED - RWD,1:00.442,TSC-FS
2,805,Craig Coker,UNLIMITED - AWD,1:12.762,MODEL S
3,232,Andrew Dekoning,TRACK MOD - AWD,1:14.759,MODEL S
4,923,Mike Reyes,TRACK MOD - RWD,1:18.790,GR SUPRA
5,811,Peter Tuchenishki,STREET MOD - AWD,1:19.848,IMPREZA
6,267,Morgan Higham,STREET GT - AWD,1:20.761,MODEL 3
7,792,Rafael Guerrero,STREET - RWD,1:21.082,RX-7
8,833,Brian Chilldres,STREET GT - RWD,1:21.981,CAMARO
9,922,Luke Lederman,STREET - RWD,1:22.559,718 CAYMAN
10,227,Jakob Lim,TRACK MOD - FWD,1:22.563,CIVIC
11,246,Richard Klein,STREET MOD - AWD,1:22.861,IMPREZA
12,328,Steve Nguyen,STREET - FWD,1:22.955,CIVIC TYPE R
13,558,Larry Chen,STREET MOD - RWD,1:23.433,86
14,168,Adam Xia,STREET - RWD,1:23.476,350Z
15,149,Jonathan Lugod,STREET - RWD,1:23.494,BRZ
16,489,Omar Kaayal,STREET - RWD,1:24.197,S2000
17,626,Ger Xiong,CLUB TR - RWD,1:24.832,S2000
18,556,Stephen Ellis,STREET - RWD,1:25.132,86
19,454,Karla Pestotnik,CLUB TR - RWD,1:25.719,S2000
20,249,Carlos Valenzuela,CLUB TR - FWD,1:26.499,CIVIC
21,885,Victor Saldajeno,STREET - RWD,1:27.306,BRZ
22,562,Matt Davis,STREET - RWD,1:27.627,MX-5 MIATA
23,769,Joey Cadavid,STREET - RWD,1:28.370,S2000
24,106,John Gonzales,TRACK MOD - RWD,1:29.093,S2000
25,701,Moises Mandujano,CLUB TR - RWD,1:29.776,86
26,440,Emmanuel Vazquez,STREET MOD - FWD,1:30.327,RSX
27,535,Young Tea,CLUB TR - FWD,1:30.483,CIVIC
28,817,Team Riaction,CLUB TR - FWD,1:30.538,CIVIC
29,369,Lucas Urban,SUNDAE CUP - FWD,1:30.819,ZX2
30,508,Luis Calderon,CLUB TR - FWD,1:31.337,CIVIC
31,387,Victor Shakhverdyan,CLUB TR - RWD,1:31.597,BRZ
32,135,Taylour Wargo,SUNDAE CUP - FWD,1:32.126,FIT
33,9,Jason Aguirre,CLUB TR - FWD,1:33.836,Civic
34,188,Ricky Iturralde,SUNDAE CUP - FWD,1:34.512,FIESTA
35,122,Jason Davidson,SUNDAE CUP - FWD,1:34.596,FIT
36,815,Tim Manzano,SUNDAE CUP - FWD,1:36.233,FIT
37,568,Adam Santella,STREET MOD - RWD,1:36.310,MX-5 MIATA
38,305,Tj Keon,STREET GT - RWD,1:36.910,CROWN VICTORIA
39,619,Throtl Racing,STREET MOD - RWD,2:15.291,CIVIC
