Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,56.517,Corvette
2,80,Robert Thorne,Unlimited - RWD,57.540,911
3,6,Michael Aumick,STREET MODIFIED- AWD,58.289,Impreza
4,571,Mike DuSold,Unlimited - RWD,58.785,Camaro
5,14,Kal Fortner,Street Mod - RWD,59.645,GTS
6,150,Alex Moss,Street Mod - RWD,59.765,S2000
7,194,Christopher Mayfield,Street Mod - RWD,59.924,Evora
8,34,Andy Voelkel,Street GT - RWD,1:00.220,Corvette
9,333,Tony Barber,Street - AWD,1:00.805,Model 3
10,206,Dalton Klein,Track Mod - RWD,1:00.895,Corvette
11,209,Dominick Tapia,Unlimited - AWD,1:01.008,Lancer
12,828,Justin Mangnall,UNLIMITED - RWD,1:01.349,911
13,520,Adam LZ,Street Mod - AWD,1:01.851,Lancer
14,469,Rich Enriquez,Street Mod - RWD,1:02.195,GR Supra
15,310,Mike Coons,Street - AWD,1:02.271,Impreza
16,228,Daniel Moore,Street Mod - FWD,1:02.313,Civic
17,437,Cory Ross,Track Mod - RWD,1:02.342,M3
18,56,Jake Graham,Track Mod - AWD,1:02.412,WRX
19,246,Josh Tenge,Unlimited - AWD,1:02.703,TT
20,59,Vincent Miller,Street GT - RWD,1:03.009,Camaro
21,109,Dana Basinski,Club TR - RWD,1:03.697,BRZ
22,2,Ryan Dussex,Unlimited - AWD,1:03.904,Impreza
23,511,Peter Granberg,Club TR - RWD,1:04.097,BRZ
24,650,Jeremy Salenius,Unlimited - RWD,1:04.456,Mustang
25,708,Ricky Medel,Street Mod - RWD,1:04.713,Shelby GT500
26,355,Alice Stern,Street - AWD,1:05.168,Impreza
27,234,Brad Riemann,Street - AWD,1:05.173,Focus
28,660,Dan Walker,Street Mod - AWD,1:05.175,Impreza
29,654,Nick Aegerter,Street - AWD,1:05.207,Focus
30,26,Christopher Lathrop,Track Mod - AWD,1:05.228,MazdaSpeed6
31,57,Thomas Martinez,Street GT - RWD,1:05.290,2 Series
32,610,Fez Babar,Club TR - RWD,1:05.312,GR86
33,78,Kash Singh,Unlimited - RWD,1:05.330,Mustang
34,88,Austin Goetz,Club TR - FWD,1:05.343 DQ,Civic
35,717,Drew Cleaver,Street - RWD,1:05.407,Model 3 Standard Range Plus RWD (SR+)
36,595,Dustin Williams,Track Mod - AWD,1:05.514,Silvia
37,525,Georg Bower,Street Mod - AWD,1:05.615,WRX
38,757,Ernie Ramirez,Street - AWD,1:05.790,Lancer
39,89,Paul Heffron,Track Mod - RWD,1:06.073,Corolla
40,320,Nathan Poulson,Club TR - RWD,1:06.108,BRZ
41,68,Knottfast Motorsports,Club TR - RWD,1:06.526,FR-S
42,999,Daniel Escobar,Street Mod - FWD,1:06.760,Civic
43,199,Ian Flavin,Club TR - RWD,1:06.826,BRZ
44,41,Foster Johnson,Club TR - RWD,1:06.874,S2000
45,934,Cameron Boers,Street - FWD,1:07.034,GTI
46,194,Michael Callaway,Street - AWD,1:07.438,Impreza
47,869,Kevin Vo,Club TR - RWD,1:07.732,FR-S
48,202,Austin Butt,Club TR - RWD,1:07.849,S2000
49,237,Geoffrey Hamilton,Track Mod - RWD,1:08.167,325
50,43,Alan Lehman,Street - FWD,1:08.442,CRX
51,229,James Immormino,Street - FWD,1:08.665,Prelude
52,20,Art Dvortsen,Club TR - RWD,1:08.805,MX-5 Miata
53,225,Mat Beck,Track Mod - RWD,1:09.037,Silvia
54,16,Ravi Tomerlin,Track Mod - RWD,1:09.220,NSX
55,37,Michael Dean,Street Mod - AWD,1:09.586,Impreza
56,119,Ted Xavier,Club TR - RWD,1:09.679,124 Spider
57,18,David Torsiello,Club TR - RWD,1:09.814,MX-5 Miata
58,46,Ru Cheddie,Street - RWD,1:09.881,M3
59,820,Alan Byer,Street - FWD,1:10.096,A3
60,236,Michael McGillis,Street Mod - RWD,1:10.186,M3
61,47,Nick Lucchesi,Street - FWD,1:10.863,Civic
62,487,OnGrid X HOTLAP,Sundae Cup - FWD,1:11.396,Fit
63,594,Rory Lonergan,Sundae Cup - FWD,1:11.948,Fit
64,826,Jake Abbott,Sundae Cup - FWD,1:12.334,Fit
65,239,Sean O'Brine,Street - FWD,1:13.078,Integra
66,370,Sam Deuling,Sundae Cup - FWD,1:13.578,Fit
67,969,Pete Lindberg,Sundae Cup - FWD,1:14.203,Coupe
68,256,Nathan Jones,Street - FWD,1:14.287,SC
69,42,Brandt Vircks,Sundae Cup - AWD,1:21.799,Legacy
