Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,6,Michael Aumick,STREET MODIFIED- AWD,58.626,Impreza
2,209,Dominick Tapia,UNLIMITED - AWD,59.695,Lancer
3,14,Kal Fortner,STREET MODIFIED- RWD,1:00.449,GTS
4,333,Tony Barber,STREET - AWD,1:00.915,Model 3
5,34,Andy Voelkel,STREET GT - RWD,1:01.184,Corvette
6,520,Adam LZ,STREET MODIFIED- AWD,1:01.559,Lancer
7,56,Jake Graham,TRACK MODIFIED- AWD,1:01.755,WRX
8,246,Josh Tenge,UNLIMITED - AWD,1:02.013,TT
9,2,Ryan Dussex,UNLIMITED - AWD,1:02.123,Impreza
10,59,Vincent Miller,STREET GT - RWD,1:02.413,Camaro
11,437,Cory Ross,TRACK MODIFIED- RWD,1:02.650,M3
12,350,Steve Luca,STREET GT - RWD,1:02.752,Mustang
13,469,Rich Enriquez,STREET MODIFIED- RWD,1:02.855,GR Supra
14,310,Mike Coons,STREET - AWD,1:02.945,Impreza
15,828,Justin Mangnall,UNLIMITED - RWD,1:03.308,911
16,650,Jeremy Salenius,UNLIMITED - RWD,1:03.513,Mustang
17,511,Peter Granberg,CLUB TR - RWD,1:03.733,BRZ
18,225,Mat Beck,TRACK MODIFIED- RWD,1:03.832,Silvia
19,16,Ravi Tomerlin,TRACK MODIFIED- RWD,1:03.912,NSX
20,109,Dana Basinski,CLUB TR - RWD,1:03.987,BRZ
21,757,Ernie Ramirez,STREET - AWD,1:04.200,Lancer
22,654,Nick Aegerter,STREET - AWD,1:04.605,Focus
23,717,Drew Cleaver,STREET - RWD,1:04.706,Model 3 Standard Range Plus RWD (SR+)
24,610,Fez Babar,CLUB TR - RWD,1:05.019,GR86
25,595,Dustin Williams,TRACK MODIFIED- AWD,1:05.103,Silvia
26,88,Austin Goetz,CLUB TR - FWD,1:05.183 DQ,Civic
27,57,Thomas Martinez,STREET GT - RWD,1:05.183,2 Series
28,525,Georg Bower,STREET MODIFIED- AWD,1:05.218,WRX
29,708,Ricky Medel,STREET MODIFIED- RWD,1:05.299,Shelby GT500
30,228,Daniel Moore,STREET MODIFIED- FWD,1:05.570,Civic
31,26,Christopher Lathrop,TRACK MODIFIED- AWD,1:05.929,MazdaSpeed6
32,355,Alice Stern,STREET - AWD,1:06.021,Impreza
33,999,Daniel Escobar,STREET MODIFIED- FWD,1:06.197,Civic
34,320,Nathan Poulson,CLUB TR - RWD,1:06.199,BRZ
35,78,Kash Singh,UNLIMITED - RWD,1:06.205,Mustang
36,660,Dan Walker,STREET MODIFIED- AWD,1:06.389,Impreza
37,89,Paul Heffron,TRACK MODIFIED- RWD,1:06.593,Corolla
38,199,Ian Flavin,CLUB TR - RWD,1:06.790,BRZ
39,41,Foster Johnson,CLUB TR - RWD,1:06.946,S2000
40,194,Michael Callaway,STREET - AWD,1:07.068,Impreza
41,202,Austin Butt,CLUB TR - RWD,1:07.443,S2000
42,869,Kevin Vo,CLUB TR - RWD,1:07.561,FR-S
43,46,Ru Cheddie,STREET - RWD,1:07.704,M3
44,28,Knottfast Motorsports,CLUB TR - RWD,1:08.259,FR-S
45,18,David Torsiello,CLUB TR - RWD,1:08.497,MX-5 Miata
46,237,Geoffrey Hamilton,TRACK MODIFIED- RWD,1:08.729,325
47,820,Alan Byer,STREET - FWD,1:08.839,A3
48,20,Art Dvortsen,CLUB TR - RWD,1:08.998,MX-5 Miata
49,43,Alan Lehman,STREET - FWD,1:09.154,CRX
50,229,James Immormino,STREET - FWD,1:09.336,Prelude
51,68,Daniel Montanez,CLUB TR - RWD,1:09.617,BRZ
52,369,Lucas Urban,SUNDAE CUP - FWD,1:10.607,Escort ZX2
53,47,Nick Lucchesi,STREET - FWD,1:10.843,Civic
54,119,Ted Xavier,CLUB TR - RWD,1:10.993,124 Spider
55,959,Loren Southard,UNLIMITED - RWD,1:11.736,944
56,934,Cameron Boers,STREET - FWD,1:12.224,GTI
57,594,Rory Lonergan,SUNDAE CUP - FWD,1:12.484,Fit
58,826,Jake Abbott,SUNDAE CUP - FWD,1:12.510,Fit
59,239,Sean O'Brine,STREET - FWD,1:13.082,Integra
60,370,Sam Deuling,SUNDAE CUP - FWD,1:13.857,Fit
61,969,Pete Lindberg,SUNDAE CUP - FWD,1:14.189,Coupe
62,256,Nathan Jones,STREET - FWD,1:14.567,SC
63,257,Josh Plemons,TRACK MODIFIED- AWD,1:14.690,WRX
64,571,Mike DuSold,UNLIMITED - RWD,1:29.830,Camaro
65,72,Feras Qartoumy,UNLIMITED - RWD,1:31.288,Corvette
66,487,OnGrid X HOTLAP,SUNDAE CUP - FWD,5:07.334,Fit
67,234,Brad Riemann,STREET - AWD,,Focus
68,206,Dalton Klein,TRACK MODIFIED- RWD,,Corvette
69,150,Alex Moss,STREET MODIFIED- RWD,,S2000
70,97,Elijah Salberg,CLUB TR - RWD,,328
71,80,Robert Thorne,UNLIMITED - RWD,,911
