Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,14,Kal Fortner,STREET MODIFIED- RWD,1:03.721,GTS
2,194,Christopher Mayfield,STREET MODIFIED- RWD,1:04.182,Evora
3,520,Adam LZ,STREET MODIFIED- AWD,1:04.803,Lancer
4,437,Cory Ross,TRACK MODIFIED- RWD,1:07.601,M3
5,246,Josh Tenge,UNLIMITED - AWD,1:08.787,TT
6,228,Daniel Moore,STREET MODIFIED- FWD,1:08.843,Civic
7,88,Austin Goetz,CLUB TR - FWD,1:10.570 DQ,Civic
8,660,Dan Walker,STREET MODIFIED- AWD,1:11.555,Impreza
9,57,Thomas Martinez,STREET GT - RWD,1:11.638,2 Series
10,310,Mike Coons,STREET - AWD,1:11.857,Impreza
11,225,Mat Beck,TRACK MODIFIED- RWD,1:12.408,Silvia
12,654,Nick Aegerter,STREET - AWD,1:12.473,Focus
13,59,Vincent Miller,STREET GT - RWD,1:12.918,Camaro
14,999,Daniel Escobar,STREET MODIFIED- FWD,1:12.999,Civic
15,369,Lucas Urban,SUNDAE CUP - FWD,1:13.611,Escort ZX2
16,355,Alice Stern,STREET - AWD,1:14.164,Impreza
17,41,Foster Johnson,CLUB TR - RWD,1:14.302,S2000
18,820,Alan Byer,STREET - FWD,1:15.429,A3
19,934,Cameron Boers,STREET - FWD,1:15.487,GTI
20,18,David Torsiello,CLUB TR - RWD,1:15.959,MX-5 Miata
21,20,Art Dvortsen,CLUB TR - RWD,1:16.009,MX-5 Miata
22,43,Alan Lehman,STREET - FWD,1:16.036,CRX
23,202,Austin Butt,CLUB TR - RWD,1:16.719,S2000
24,869,Kevin Vo,CLUB TR - RWD,1:16.912,FR-S
25,239,Sean O'Brine,STREET - FWD,1:17.722,Integra
26,594,Rory Lonergan,SUNDAE CUP - FWD,1:17.752,Fit
27,595,Dustin Williams,TRACK MODIFIED- AWD,1:17.777,Silvia
28,959,Loren Southard,UNLIMITED - RWD,1:18.008,944
29,237,Geoffrey Hamilton,TRACK MODIFIED- RWD,1:19.376,325
30,256,Nathan Jones,STREET - FWD,1:20.555,SC
31,487,OnGrid X HOTLAP,SUNDAE CUP - FWD,1:21.083,Fit
32,119,Ted Xavier,CLUB TR - RWD,1:21.851,124 Spider
33,194,Michael Callaway,STREET - AWD,1:24.167,Impreza
34,257,Josh Plemons,TRACK MODIFIED- AWD,1:26.002,WRX
