Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,53.097,Corvette
2,80,Robert Thorne,UNLIMITED - RWD,56.778,911
3,6,Michael Aumick,STREET MODIFIED- AWD,58.248,Impreza
4,209,Dominick Tapia,UNLIMITED - AWD,58.250,Lancer
5,520,Adam LZ,STREET MODIFIED- AWD,59.799,Lancer
6,206,Dalton Klein,TRACK MODIFIED- RWD,1:00.091,Corvette
7,350,Steve Luca,STREET GT - RWD,1:01.008,Mustang
8,34,Andy Voelkel,STREET GT - RWD,1:01.009,Corvette
9,14,Kal Fortner,STREET MODIFIED- RWD,1:01.366,GTS
10,16,Ravi Tomerlin,TRACK MODIFIED- RWD,1:01.666,NSX
11,56,Jake Graham,TRACK MODIFIED- AWD,1:01.699,WRX
12,437,Cory Ross,TRACK MODIFIED- RWD,1:01.959,M3
13,333,Tony Barber,STREET - AWD,1:01.972,Model 3
14,310,Mike Coons,STREET - AWD,1:02.068,Impreza
15,246,Josh Tenge,UNLIMITED - AWD,1:02.464,TT
16,228,Daniel Moore,STREET MODIFIED- FWD,1:02.531,Civic
17,660,Dan Walker,STREET MODIFIED- AWD,1:02.550,Impreza
18,109,Dana Basinski,CLUB TR - RWD,1:02.663,BRZ
19,469,Rich Enriquez,STREET MODIFIED- RWD,1:03.123,GR Supra
20,225,Mat Beck,TRACK MODIFIED- RWD,1:03.522,Silvia
21,511,Peter Granberg,CLUB TR - RWD,1:03.600,BRZ
22,828,Justin Mangnall,UNLIMITED - RWD,1:03.618,911
23,654,Nick Aegerter,STREET - AWD,1:03.876,Focus
24,757,Ernie Ramirez,STREET - AWD,1:04.039,Lancer
25,595,Dustin Williams,TRACK MODIFIED- AWD,1:04.124,Silvia
26,999,Daniel Escobar,STREET MODIFIED- FWD,1:04.466,Civic
27,610,Fez Babar,CLUB TR - RWD,1:04.581,GR86
28,708,Ricky Medel,STREET MODIFIED- RWD,1:05.489,Shelby GT500
29,717,Drew Cleaver,STREET - RWD,1:05.731,Model 3 Standard Range Plus RWD (SR+)
30,202,Austin Butt,CLUB TR - RWD,1:06.200,S2000
31,199,Ian Flavin,CLUB TR - RWD,1:06.424,BRZ
32,355,Alice Stern,STREET - AWD,1:06.446,Impreza
33,934,Cameron Boers,STREET - FWD,1:06.558,GTI
34,78,Kash Singh,UNLIMITED - RWD,1:06.670,Mustang
35,41,Foster Johnson,CLUB TR - RWD,1:06.849,S2000
36,46,Ru Cheddie,STREET - RWD,1:06.894,M3
37,57,Thomas Martinez,STREET GT - RWD,1:07.042,2 Series
38,869,Kevin Vo,CLUB TR - RWD,1:07.498,FR-S
39,37,Michael Dean,STREET MODIFIED- AWD,1:07.973,Impreza
40,820,Alan Byer,STREET - FWD,1:08.184,A3
41,237,Geoffrey Hamilton,TRACK MODIFIED- RWD,1:09.113,325
42,18,David Torsiello,CLUB TR - RWD,1:09.466,MX-5 Miata
43,97,Elijah Salberg,CLUB TR - RWD,1:10.226,328
44,43,Alan Lehman,STREET - FWD,1:10.226,CRX
45,68,Daniel Montanez,CLUB TR - RWD,1:10.437,BRZ
46,369,Lucas Urban,SUNDAE CUP - FWD,1:10.901,Escort ZX2
47,257,Josh Plemons,TRACK MODIFIED- AWD,1:11.017,WRX
48,47,Nick Lucchesi,STREET - FWD,1:11.329,Civic
49,826,Jake Abbott,SUNDAE CUP - FWD,1:11.700,Fit
50,959,Loren Southard,UNLIMITED - RWD,1:11.803,944
51,28,Knottfast Motorsports,CLUB TR - RWD,1:12.177,FR-S
52,594,Rory Lonergan,SUNDAE CUP - FWD,1:12.352,Fit
53,239,Sean O'Brine,STREET - FWD,1:13.355,Integra
54,487,OnGrid X HOTLAP,SUNDAE CUP - FWD,1:13.438,Fit
55,969,Pete Lindberg,SUNDAE CUP - FWD,1:13.518,Coupe
56,370,Sam Deuling,SUNDAE CUP - FWD,1:14.263,Fit
57,256,Nathan Jones,STREET - FWD,1:16.191,SC
58,26,Christopher Lathrop,TRACK MODIFIED- AWD,,MazdaSpeed6
59,571,Mike DuSold,UNLIMITED - RWD,,Camaro
