Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,571,Mike DuSold,UNLIMITED - RWD,56.302,Camaro
2,80,Robert Thorne,UNLIMITED - RWD,57.645,911
3,72,Feras Qartoumy,UNLIMITED - RWD,57.895,Corvette
4,6,Michael Aumick,STREET MODIFIED- AWD,59.200,Impreza
5,209,Dominick Tapia,UNLIMITED - AWD,59.906,Lancer
6,14,Kal Fortner,STREET MODIFIED- RWD,1:00.543,GTS
7,333,Tony Barber,STREET - AWD,1:01.474,Model 3
8,520,Adam LZ,STREET MODIFIED- AWD,1:01.855,Lancer
9,350,Steve Luca,STREET GT - RWD,1:01.961,Mustang
10,246,Josh Tenge,UNLIMITED - AWD,1:02.194,TT
11,59,Vincent Miller,STREET GT - RWD,1:02.318,Camaro
12,16,Ravi Tomerlin,TRACK MODIFIED- RWD,1:02.427,NSX
13,56,Jake Graham,TRACK MODIFIED- AWD,1:02.475,WRX
14,228,Daniel Moore,STREET MODIFIED- FWD,1:02.530,Civic
15,310,Mike Coons,STREET - AWD,1:02.988,Impreza
16,109,Dana Basinski,CLUB TR - RWD,1:03.941,BRZ
17,660,Dan Walker,STREET MODIFIED- AWD,1:04.247,Impreza
18,511,Peter Granberg,CLUB TR - RWD,1:04.616,BRZ
19,88,Austin Goetz,CLUB TR - FWD,1:04.720 DQ,Civic
20,717,Drew Cleaver,STREET - RWD,1:04.800,Model 3 Standard Range Plus RWD (SR+)
21,610,Fez Babar,CLUB TR - RWD,1:05.125,GR86
22,57,Thomas Martinez,STREET GT - RWD,1:05.528,2 Series
23,234,Brad Riemann,STREET - AWD,1:05.621,Focus
24,355,Alice Stern,STREET - AWD,1:05.737,Impreza
25,999,Daniel Escobar,STREET MODIFIED- FWD,1:05.885,Civic
26,78,Kash Singh,UNLIMITED - RWD,1:06.033,Mustang
27,46,Ru Cheddie,STREET - RWD,1:06.664,M3
28,708,Ricky Medel,STREET MODIFIED- RWD,1:06.688,Shelby GT500
29,202,Austin Butt,CLUB TR - RWD,1:06.710,S2000
30,876,Paul Heffron,TRACK MODIFIED- RWD,1:06.851,Corolla
31,194,Michael Callaway,STREET - AWD,1:06.899,Impreza
32,28,Knottfast Motorsports,CLUB TR - RWD,1:06.916,FR-S
33,41,Foster Johnson,CLUB TR - RWD,1:07.016,S2000
34,199,Ian Flavin,CLUB TR - RWD,1:07.057,BRZ
35,934,Cameron Boers,STREET - FWD,1:07.443,GTI
36,869,Kevin Vo,CLUB TR - RWD,1:08.225,FR-S
37,237,Geoffrey Hamilton,TRACK MODIFIED- RWD,1:08.376,325
38,20,Art Dvortsen,CLUB TR - RWD,1:08.389,MX-5 Miata
39,820,Alan Byer,STREET - FWD,1:08.399,A3
40,97,Elijah Salberg,CLUB TR - RWD,1:08.547,328
41,37,Michael Dean,STREET MODIFIED- AWD,1:09.088,Impreza
42,18,David Torsiello,CLUB TR - RWD,1:09.099,MX-5 Miata
43,68,Daniel Montanez,CLUB TR - RWD,1:10.372,BRZ
44,119,Ted Xavier,CLUB TR - RWD,1:10.396,124 Spider
45,959,Loren Southard,UNLIMITED - RWD,1:10.798,944
46,47,Nick Lucchesi,STREET - FWD,1:11.526,Civic
47,594,Rory Lonergan,SUNDAE CUP - FWD,1:11.904,Fit
48,826,Jake Abbott,SUNDAE CUP - FWD,1:12.018,Fit
49,239,Sean O'Brine,STREET - FWD,1:12.319,Integra
50,487,OnGrid X HOTLAP,SUNDAE CUP - FWD,1:13.230,Fit
51,370,Sam Deuling,SUNDAE CUP - FWD,1:13.363,Fit
52,256,Nathan Jones,STREET - FWD,1:13.725,SC
53,969,Pete Lindberg,SUNDAE CUP - FWD,1:13.946,Coupe
54,26,Christopher Lathrop,TRACK MODIFIED- AWD,1:16.981,MazdaSpeed6
55,229,James Immormino,STREET - FWD,1:22.807,Prelude
56,225,Mat Beck,TRACK MODIFIED- RWD,,Silvia
57,369,Lucas Urban,SUNDAE CUP - FWD,,Escort ZX2
58,236,Michael McGillis,STREET MODIFIED- RWD,,M3
59,437,Cory Ross,TRACK MODIFIED- RWD,,M3
