Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
40,711,Kieran O'Callaghan,UNLIMITED - RWD,1:07.783,240sx
45,237,Geoffrey Hamilton,TRACK MOD - RWD,1:09.025,325i
56,48,Torry Skurski,STREET - RWD,1:13.027,328i
62,223,Chelsea Tattershall,STREET GT - RWD,1:17.236,370z
31,315,Corey Kononchuk,STREET - RWD,1:06.167,4C
52,68,Daniel Montanez,CLUB TR - AWD,1:11.876,BRZ
28,511,Peter Granberg,STREET MOD - RWD,1:05.904,BRZ
44,108,Daniel Walker,STREET MOD - RWD,1:08.973,BRZ
11,66,Ben Thorn,CLUB TR - FWD,1:03.440,Civic
54,47,Nicholas Lucchesi,STREET - FWD,1:12.736,Civic
38,209,Dominick Tapia,STREET - FWD,1:07.643,Civic hatch
43,999,Daniel Escobar,STREET MOD - FWD,1:08.889,Civic si
1,72,Feras Qartoumy,UNLIMITED - RWD,55.023,Corvette
24,834,Andrew Voelkel,STREET GT - RWD,1:05.261,Corvette C8
16,721,Micah Evonitz,STREET GT - RWD,1:04.173,Corvette ZO6
42,423,Jeffrey Tattershall,CLUB TR - FWD,1:08.732,CRX
50,410,Seth Confer,CLUB TR - FWD,1:10.139,CRX SI
36,736,Cody Smith,STREET MOD - RWD,1:07.469,Cutlass
13,55,Charles Miller,STREET - AWD,1:03.586,Evo 9
14,224,Charlie Whitney,UNLIMITED - FWD,1:03.815,Festiva
46,810,Matthew Overstreet,CLUB TR - FWD,1:09.473,Fiesta ST
57,139,Team Brap,SUNDAE CUP - FWD,1:14.378,Fit
58,411,Hard Times Racing,SUNDAE CUP - FWD,1:14.411,Fit
60,926,James Morgan,SUNDAE CUP - FWD,1:15.393,Fit
64,254,Dusty Michael,SUNDAE CUP - FWD,1:22.156,Fit
34,234,Brad Riemann,STREET - AWD,1:07.212,Focus RS
25,13,Jerami Bailey,STREET MOD - RWD,1:05.402,Frs
48,264,Nathan Jones,STREET - RWD,1:09.517,G35
2,458,Team Dangerous Enterprises,UNLIMITED - AWD,58.783,GT-R
35,965,Jaryd Thomson,TRACK MOD - FWD,1:07.277,GTI
8,577,Mike McGinnis,TRACK MOD - AWD,1:02.656,GTR
15,207,Adam Wood,STREET - AWD,1:03.972,Impreza
6,2,Ryan Dussex,UNLIMITED - AWD,1:02.208,Impreza
7,70,Dewey DeWitt,STREET MOD - AWD,1:02.368,Impreza L (Boogeyman)
29,310,Mike Coons,STREET - AWD,1:06.017,Impreza WRX STI
53,239,Sean O'Brine,STREET MOD - RWD,1:12.528,IS300
5,437,Cory Ross,TRACK MOD - RWD,1:02.165,M3
49,976,Wes Case,UNLIMITED - RWD,1:09.949,M3
27,26,Christopher Lathrop,TRACK MOD - AWD,1:05.509,Mazdaspeed 6
37,899,Brian Reilly,TRACK MOD - RWD,1:07.538,Miata
63,138,David Bruner,UNLIMITED - RWD,1:19.965,Miata
12,218,Matthew Thompson,TRACK MOD - RWD,1:03.568,Mustang
19,78,Kash Singh,UNLIMITED - RWD,1:04.538,Mustang
59,229,James Immormino,STREET - FWD,1:14.457,Prelude
26,332,Rick Ansay,STREET GT - AWD,1:05.426,RS3
10,128,Joshua Hanger,STREET MOD - RWD,1:03.076,RX-7
23,255,Ryan Seiler,CLUB TR - RWD,1:04.794,S2000
32,527,Jackson Jensen,CLUB TR - RWD,1:07.051,S2000
55,142,Juan Johnson,CLUB TR - RWD,1:13.019,S2000
3,150,Alex Moss,STREET MOD - RWD,59.225,S2000
4,131,Michael Forsythe,TRACK MOD - RWD,1:01.657,S2000
39,595,Dustin Williams,TRACK MOD - RWD,1:07.776,S2000
9,303,Alexander England,UNLIMITED - FWD,1:02.671,S3
18,14,Kal Fortner,STREET MOD - AWD,1:04.426,S4
17,919,Gregory Paine,STREET GT - RWD,1:04.293,Shelby GT350R
33,355,Alice Stern,STREET - AWD,1:07.152,STi
30,461,Luccia Cafiero,STREET MOD - AWD,1:06.148,STi
41,669,Austin Shipley,STREET GT - RWD,1:07.907,Supra
51,434,Alan Lehman,STREET - FWD,1:10.965,TL
21,246,Josh Tenge,UNLIMITED - AWD,1:04.771,TTRS
47,317,TGA Performance,STREET - AWD,1:09.503,WRX
20,210,Randie Gray,STREET MOD - AWD,1:04.571,WRX
22,727,Trey Tyler,STREET - AWD,1:04.790,WRX STI
61,219,Brett Bouwer,STREET MOD - AWD,1:16.039,WRX STI
