Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,720,Feras Qartoumy,TRACK MOD - RWD,54.232,Corvette
2,577,Mike McGinnis,TRACK MOD - AWD,57.914,GTR
3,70,Dewey DeWitt,STREET MOD - AWD,58.963,Impreza L (Boogeyman)
4,131,Michael Forsythe,TRACK MOD - RWD,59.582,S2000
5,772,Derek Boyd,UNLIMITED - AWD,59.852,Evo X
6,212,Shawn Krebsbach,STREET MOD - AWD,1:01.742,Evo
7,6,Michael Aumick,STREET MOD - AWD,1:02.022,Sti
8,206,Dalton Klein,TRACK MOD - RWD,1:02.062,corvette
9,310,Mike Coons,STREET - AWD,1:02.143,Impreza WRX STI
10,437,Cory Ross,TRACK MOD - RWD,1:02.213,M3
11,207,Adam Wood,STREET - AWD,1:02.240,Impreza
12,2,Ryan Dussex,UNLIMITED - AWD,1:02.432,Impreza
13,721,Micah Evonitz,STREET GT - RWD,1:02.660,Corvette ZO6
14,218,Matthew Thompson,TRACK MOD - RWD,1:02.738,Mustang
15,255,Ryan Seiler,CLUB TR - RWD,1:03.221,S2000
16,66,Ben Thorn,CLUB TR - FWD,1:03.376,Civic
17,55,Charles Miller,STREET - AWD,1:03.485,Evo 9
18,13,Jerami Bailey,STREET MOD - RWD,1:03.753,Frs
19,511,Peter Granberg,STREET MOD - RWD,1:03.853,BRZ
20,727,Trey Tyler,STREET - AWD,1:04.022,WRX STI
21,396,Tyler Starr,TRACK MOD - RWD,1:04.552,FRS
22,14,Kal Fortner,STREET MOD - AWD,1:04.611,S4
23,224,Charlie Whitney,UNLIMITED - FWD,1:04.649,Festiva
24,315,Corey Kononchuk,STREET - RWD,1:04.670,4C
25,210,Randie Gray,STREET MOD - AWD,1:04.888,WRX
26,458,Team Dangerous Enterprises,UNLIMITED - AWD,1:05.039,GT-R
27,26,Christopher Lathrop,TRACK MOD - AWD,1:05.061,Mazdaspeed 6
28,78,Kash Singh,UNLIMITED - RWD,1:05.166,Mustang
29,669,Austin Shipley,STREET GT - RWD,1:05.263,Supra
30,469,Rich Enriquez,STREET MOD - RWD,1:05.266,Supra
31,234,Brad Riemann,STREET - AWD,1:05.333,Focus RS
32,461,Luccia Cafiero,STREET MOD - AWD,1:05.527,STi
33,889,Brian Reilly,TRACK MOD - RWD,1:05.581,Miata
34,355,Alice Stern,STREET - AWD,1:05.599,STi
35,595,Dustin Williams,TRACK MOD - RWD,1:06.278,S2000
36,108,Daniel Walker,STREET MOD - RWD,1:06.359,BRZ
37,197,Kendall Samuel,UNLIMITED - AWD,1:06.384,Impreza
38,736,Cody Smith,STREET MOD - RWD,1:06.399,Cutlass
39,209,Dominick Tapia,STREET - FWD,1:06.537,Civic hatch
40,317,TGA Performance,STREET - AWD,1:06.679,WRX
41,976,Wes Case,UNLIMITED - RWD,1:06.907,M3
42,423,Jeffrey Tattershall,CLUB TR - FWD,1:07.787,CRX
43,237,Geoffrey Hamilton,TRACK MOD - RWD,1:08.089,325i
44,142,Juan Johnson,CLUB TR - RWD,1:08.401,S2000
45,810,Matthew Overstreet,CLUB TR - FWD,1:08.877,Fiesta ST
46,410,Seth Confer,CLUB TR - FWD,1:09.119,CRX SI
47,434,Alan Lehman,STREET - FWD,1:09.190,TL
48,369,Lucas Urban,TRACK MOD - FWD,1:09.402,Escort Zx2
49,68,Daniel Montanez,CLUB TR - AWD,1:10.922,BRZ
50,48,Torry Skurski,STREET - RWD,1:11.418,328i
51,223,Chelsea Tattershall,STREET GT - RWD,1:11.604,370z
52,219,Brett Bouwer,STREET MOD - AWD,1:12.145,WRX STI
53,411,Hard Times Racing,SUNDAE CUP - FWD,1:13.005,Fit
54,229,James Immormino,STREET - FWD,1:13.026,Prelude
55,139,Team Brap,SUNDAE CUP - FWD,1:13.029,Fit
56,47,Nicholas Lucchesi,STREET - FWD,1:13.363,Civic
57,926,James Morgan,SUNDAE CUP - FWD,1:13.898,Fit
58,150,Alex Moss,STREET MOD - RWD,,S2000
59,711,Kieran O'Callaghan,UNLIMITED - RWD,,240sx
61,,,,,
62,,,,,
63,,,,,
64,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
