Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,577,Mike McGinnis,UNLIMITED - AWD,58.554,GTR
2,70,Dewey DeWitt,STREET MOD - AWD,59.032,Impreza L (Boogeyman)
3,150,Alex Moss,STREET MOD - RWD,59.224,S2000
4,131,Michael Forsythe,TRACK MOD - RWD,59.341,S2000
5,772,Derek Boyd,UNLIMITED - AWD,59.359,Evo X
6,458,Team Dangerous Enterprises,UNLIMITED - AWD,1:00.613,GT-R
7,6,Michael Aumick,STREET MOD - AWD,1:00.937,Sti
8,437,Cory Ross,TRACK MOD - RWD,1:02.389,M3
9,207,Adam Wood,STREET - AWD,1:02.541,Impreza
10,218,Matthew Thompson,TRACK MOD - RWD,1:02.949,Mustang
11,310,Mike Coons,STREET - AWD,1:03.000,Impreza WRX STI
12,721,Micah Evonitz,STREET GT - RWD,1:03.031,Corvette ZO6
13,2,Ryan Dussex,UNLIMITED - AWD,1:03.235,Impreza
14,246,Josh Tenge,UNLIMITED - AWD,1:03.431,TTRS
15,55,Charles Miller,STREET - AWD,1:03.469,Evo 9
16,919,Gregory Paine,STREET GT - RWD,1:03.544,Shelby GT350R
17,224,Charlie Whitney,UNLIMITED - FWD,1:03.811,Festiva
18,255,Ryan Seiler,CLUB TR - RWD,1:03.881,S2000
19,66,Ben Thorn,CLUB TR - FWD,1:04.173,Civic
20,834,Andrew Voelkel,STREET GT - RWD,1:04.175,Corvette C8
21,511,Peter Granberg,STREET MOD - RWD,1:04.462,BRZ
22,727,Trey Tyler,STREET - AWD,1:04.606,WRX STI
23,669,Austin Shipley,STREET GT - RWD,1:04.646,Supra
24,13,Jerami Bailey,STREET MOD - RWD,1:04.718,Frs
25,26,Christopher Lathrop,TRACK MOD - AWD,1:04.975,Mazdaspeed 6
26,206,Dalton Klein,TRACK MOD - RWD,1:05.033,corvette
27,396,Tyler Starr,TRACK MOD - RWD,1:05.338,FRS
28,461,Luccia Cafiero,STREET MOD - AWD,1:05.498,STi
29,315,Corey Kononchuk,STREET - RWD,1:05.517,4C
30,527,Jackson Jensen,CLUB TR - RWD,1:05.632,S2000
31,469,Rich Enriquez,STREET MOD - RWD,1:05.742,Supra
32,210,Randie Gray,STREET MOD - AWD,1:05.755,WRX
33,355,Alice Stern,STREET - AWD,1:06.063,STi
34,78,Kash Singh,UNLIMITED - RWD,1:06.065,Mustang
35,234,Brad Riemann,STREET - AWD,1:06.132,Focus RS
36,976,Wes Case,UNLIMITED - RWD,1:06.333,M3
37,227,Dave Stock,SUPER UNLIMITED - RWD,1:06.368,M3
38,197,Kendall Samuel,UNLIMITED - AWD,1:06.538,Impreza
39,889,Brian Reilly,TRACK MOD - RWD,1:06.686,Miata
40,209,Dominick Tapia,STREET - FWD,1:06.978,Civic hatch
41,595,Dustin Williams,TRACK MOD - RWD,1:07.046,S2000
42,781,Dave Stock,SUPER UNLIMITED - RWD,1:07.073,Cup Car
43,108,Daniel Walker,STREET MOD - RWD,1:07.289,BRZ
44,711,Kieran O'Callaghan,UNLIMITED - RWD,1:07.299,240sx
45,423,Jeffrey Tattershall,CLUB TR - FWD,1:07.735,CRX
46,317,TGA Performance,STREET - AWD,1:07.749,WRX
47,965,Jaryd Thomson,TRACK MOD - FWD,1:07.933,GTI
48,237,Geoffrey Hamilton,TRACK MOD - RWD,1:08.327,325i
49,810,Matthew Overstreet,CLUB TR - FWD,1:08.627,Fiesta ST
50,142,Juan Johnson,CLUB TR - RWD,1:08.633,S2000
51,410,Seth Confer,CLUB TR - FWD,1:08.657,CRX SI
52,212,Shawn Krebsbach,STREET MOD - AWD,1:08.863,Evo
53,68,Daniel Montanez,CLUB TR - AWD,1:09.442,BRZ
54,369,Lucas Urban,TRACK MOD - FWD,1:09.483,Escort Zx2
55,434,Alan Lehman,STREET - FWD,1:09.779,TL
56,239,Sean O'Brine,STREET MOD - RWD,1:10.432,IS300
57,223,Chelsea Tattershall,STREET GT - RWD,1:11.442,370z
58,47,Nicholas Lucchesi,STREET - FWD,1:11.529,Civic
59,229,James Immormino,STREET - FWD,1:11.850,Prelude
60,48,Torry Skurski,STREET - RWD,1:11.878,328i
61,139,Team Brap,SUNDAE CUP - FWD,1:13.699,Fit
62,219,Brett Bouwer,STREET MOD - AWD,1:14.002,WRX STI
63,138,David Bruner,UNLIMITED - RWD,1:16.242,Miata
64,254,Dusty Michael,SUNDAE CUP - FWD,1:17.361,Fit
65,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
