Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,281,Casey Jones,UNLIMITED - RWD,1:48.546,Corvette
2,173,Dylan Brown,UNLIMITED - RWD,1:49.033,GT350
3,206,Dalton Klein,TRACK MODIFIED - RWD,1:49.785,Corvette Z06
4,110,Chet Moseley,STREET GT - RWD,1:50.896,Corvette
5,6,Michael Aumick,STREET MODIFIED - AWD,1:52.007,STI
6,100,Chase Johnston,STREET MODIFIED - RWD,1:52.421,S2000
7,96,Johnny Cichowski,UNLIMITED - RWD,1:53.799,Miata
8,335,Christopher Bickford,STREET GT - RWD,1:54.521,Corvette
9,35,Alex Westergaard,STREET MODIFIED - RWD,1:55.171,S2000
10,291,Chad Ross,TRACK MODIFIED - RWD,1:55.792,Corvette
11,7,Joshua Halka,STREET - AWD,1:56.501,Impreza WRX
12,22,Jeremy Boysen,STREET GT - RWD,1:56.825,C8
13,717,Drew Cleaver,STREET GT - AWD,1:58.385,Model 3
14,808,Chong Lor,STREET - FWD,1:59.398,Civic Type R
15,630,David Cordell,STREET MODIFIED - FWD,1:59.778,Civic Type R
16,125,Kevin Head,STREET MODIFIED - RWD,2:00.739,RX-7
17,27,Ken Devriese,STREET - RWD,2:00.896,S2000
18,255,Ryan Seiler,STREET - RWD,2:02.591,S2000
19,401,SuperK Retirement Project,STREET MODIFIED - RWD,2:02.642,S2000
20,14,Kal Fortner,STREET MODIFIED - AWD,2:03.254,S4
21,46,Nehru Cheddie,STREET - RWD,2:03.339,M3
22,860,Joshua Garcia,TRACK MODIFIED - RWD,2:03.595,Corolla
23,141,Lisa Keyes,STREET - FWD,2:04.201,Civic
24,38,Ernestas Puzelis,TRACK MODIFIED - RWD,2:04.840,370z
25,959,James Wood,TRACK MODIFIED - RWD,2:05.563,RX-7
26,331,Christian Duchesne,STREET - RWD,2:06.395,FRS
27,556,Anthony Bui,STREET MODIFIED - RWD,2:09.270,S2000
28,234,Keyin Ding,STREET - AWD,2:09.685,Focus RS
29,103,James Sisson,STREET GT - RWD,2:10.916,Corvette
30,182,Ethan Swindel,STREET - FWD,2:11.094,Integra
31,48,Torry Skurski,STREET - RWD,2:11.984,328i
32,139,Team Brap,SUNDAE CUP / SPECFIT - FWD,2:13.419,Fit
33,89,John Zepeda,STREET - FWD,2:14.258,Civic Si
34,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,,Fit
