Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,281,Casey Jones,UNLIMITED - RWD,1:48.261,Corvette
2,110,Chet Moseley,STREET GT - RWD,1:50.479,Corvette
3,6,Michael Aumick,STREET MODIFIED - AWD,1:51.253,STI
4,96,Johnny Cichowski,UNLIMITED - RWD,1:51.392,Miata
5,100,Chase Johnston,STREET MODIFIED - RWD,1:51.604,S2000
6,173,Dylan Brown,UNLIMITED - RWD,1:51.805,GT350
7,7,Joshua Halka,STREET - AWD,1:53.631,Impreza WRX
8,335,Christopher Bickford,STREET GT - RWD,1:54.245,Corvette
9,35,Alex Westergaard,STREET MODIFIED - RWD,1:54.460,S2000
10,22,Jeremy Boysen,STREET GT - RWD,1:56.306,C8
11,291,Chad Ross,TRACK MODIFIED - RWD,1:56.424,Corvette
12,361,Dustin Nixon,TRACK MODIFIED - RWD,1:56.636,Camaro
13,630,David Cordell,STREET MODIFIED - FWD,1:57.724,Civic Type R
14,233,Wilbur Huang,STREET GT - RWD,1:57.890,M4
15,13,Jerami Bailey,STREET MODIFIED - RWD,1:58.367,FRS
16,255,Ryan Seiler,STREET - RWD,1:58.935,S2000
17,50,Phil Grabow,UNLIMITED - RWD,2:00.337,911
18,14,Kal Fortner,STREET MODIFIED - AWD,2:01.075,S4
19,27,Ken Devriese,STREET - RWD,2:01.826,S2000
20,401,SuperK Retirement Project,STREET MODIFIED - RWD,2:02.070,S2000
21,46,Nehru Cheddie,STREET - RWD,2:02.202,M3
22,38,Ernestas Puzelis,TRACK MODIFIED - RWD,2:03.144,370z
23,57,Andrew Hayes,STREET - RWD,2:03.674,M3
24,51,Patel Nish,UNLIMITED - RWD,2:04.434,Corvette
25,197,Mechanical Advantage Unlimited,UNLIMITED - AWD,2:05.299,Sti
26,556,Anthony Bui,STREET MODIFIED - RWD,2:06.498,S2000
27,125,Kevin Head,STREET MODIFIED - RWD,2:06.782,RX-7
28,331,Christian Duchesne,STREET - RWD,2:07.557,FRS
29,44,Joel Phillips,UNLIMITED - RWD,2:08.165,C63
30,234,Keyin Ding,STREET - AWD,2:08.932,Focus RS
31,103,James Sisson,STREET GT - RWD,2:10.238,Corvette
32,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,2:11.573,Fit
33,139,Team Brap,SUNDAE CUP / SPECFIT - FWD,2:12.587,Fit
34,651,Charlie Moua,STREET - FWD,2:24.145,Civic
35,89,John Zepeda,STREET - FWD,,Civic Si
