Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:50.908,Supra #TA90
2,7,Joshua Halka,STREET - AWD,2:00.578,Impreza WRX
3,401,SuperK Retirement Project,STREET MODIFIED - RWD,2:00.913,S2000
4,361,Dustin Nixon,TRACK MODIFIED - RWD,2:04.625,Camaro
5,14,Kal Fortner,STREET MODIFIED - AWD,2:06.477,S4
6,27,Ken Devriese,STREET - RWD,2:06.844,S2000
7,233,Wilbur Huang,STREET GT - RWD,2:07.017,M4
8,312,Mikey Singhaseni,STREET - FWD,2:13.501,TSX
9,13,Jerami Bailey,STREET MODIFIED - RWD,2:14.203,FRS
10,234,Keyin Ding,STREET - AWD,2:15.305,Focus RS
11,57,Andrew Hayes,STREET - RWD,2:17.126,M3
12,44,Joel Phillips,UNLIMITED - RWD,2:17.209,C63
13,331,Christian Duchesne,STREET - RWD,2:17.437,FRS
14,46,Nehru Cheddie,STREET - RWD,2:18.076,M3
15,38,Ernestas Puzelis,TRACK MODIFIED - RWD,2:21.039,370z
16,182,Ethan Swindel,STREET - FWD,2:21.845,Integra
17,860,Joshua Garcia,TRACK MODIFIED - RWD,2:22.806,Corolla
18,651,Charlie Moua,STREET - FWD,2:24.944,Civic
19,89,John Zepeda,STREET - FWD,2:25.293,Civic Si
20,141,Lisa Keyes,STREET - FWD,,Civic
